city,timestamp,temperature,season
New York,2010-01-01,-4.3744899636706815,winter
New York,2010-01-02,-4.810284042274555,winter
New York,2010-01-03,-0.16180101570562153,winter
New York,2010-01-04,-3.507568956559706,winter
New York,2010-01-05,-4.527928845125986,winter
New York,2010-01-06,1.148605704790491,winter
New York,2010-01-07,-7.166650185678213,winter
New York,2010-01-08,9.124038431091693,winter
New York,2010-01-09,1.0077149396539744,winter
New York,2010-01-10,-5.936467836214394,winter
New York,2010-01-11,3.3706393235314316,winter
New York,2010-01-12,1.2126649955881572,winter
New York,2010-01-13,-0.4861961035781004,winter
New York,2010-01-14,3.952736156471404,winter
New York,2010-01-15,3.3120404099565666,winter
New York,2010-01-16,-7.154742648063477,winter
New York,2010-01-17,2.6457404891279253,winter
New York,2010-01-18,0.9188572903913581,winter
New York,2010-01-19,-4.612726462631908,winter
New York,2010-01-20,-4.826489135547293,winter
New York,2010-01-21,8.63807829840516,winter
New York,2010-01-22,-7.295833576010839,winter
New York,2010-01-23,-1.9611984489014789,winter
New York,2010-01-24,6.734859768513656,winter
New York,2010-01-25,0.10110671414040448,winter
New York,2010-01-26,1.7434901356660215,winter
New York,2010-01-27,-5.880170323030693,winter
New York,2010-01-28,0.4653283110341071,winter
New York,2010-01-29,-8.991900473707268,winter
New York,2010-01-30,5.589433598762559,winter
New York,2010-01-31,1.836917180075675,winter
New York,2010-02-01,-9.208055423227327,winter
New York,2010-02-02,3.4156204861935953,winter
New York,2010-02-03,4.953064800188847,winter
New York,2010-02-04,0.3353486651678839,winter
New York,2010-02-05,-3.9335024897672985,winter
New York,2010-02-06,-1.146514927485215,winter
New York,2010-02-07,0.7779318744669134,winter
New York,2010-02-08,3.2598727034512436,winter
New York,2010-02-09,0.10183828335023615,winter
New York,2010-02-10,-4.345138669444296,winter
New York,2010-02-11,-9.949817231556354,winter
New York,2010-02-12,10.751958182951945,winter
New York,2010-02-13,0.39098982382455677,winter
New York,2010-02-14,2.655513075854816,winter
New York,2010-02-15,-2.2880308682492556,winter
New York,2010-02-16,-6.2802612509730125,winter
New York,2010-02-17,-0.23329081127754323,winter
New York,2010-02-18,2.2816049257201074,winter
New York,2010-02-19,-4.203934156369724,winter
New York,2010-02-20,8.357876058002816,winter
New York,2010-02-21,0.6318092499864245,winter
New York,2010-02-22,-1.5912217611120596,winter
New York,2010-02-23,-4.8206774297338475,winter
New York,2010-02-24,-3.8240444629356913,winter
New York,2010-02-25,-7.024548826442158,winter
New York,2010-02-26,4.081855875703784,winter
New York,2010-02-27,3.140197026707151,winter
New York,2010-02-28,6.584302230237906,winter
New York,2010-03-01,-0.7196984739198697,spring
New York,2010-03-02,18.56005757421425,spring
New York,2010-03-03,8.578511822915075,spring
New York,2010-03-04,7.652858519189786,spring
New York,2010-03-05,13.488959177849164,spring
New York,2010-03-06,12.764821795615834,spring
New York,2010-03-07,8.43931234050702,spring
New York,2010-03-08,11.511374453723684,spring
New York,2010-03-09,7.858972854101969,spring
New York,2010-03-10,-0.0834807434107514,spring
New York,2010-03-11,15.550801022786407,spring
New York,2010-03-12,11.934461175584888,spring
New York,2010-03-13,9.462801599099748,spring
New York,2010-03-14,9.235078506998926,spring
New York,2010-03-15,13.630302435070105,spring
New York,2010-03-16,7.328246571258157,spring
New York,2010-03-17,10.272639157819286,spring
New York,2010-03-18,9.671660109512882,spring
New York,2010-03-19,-3.1496436071548644,spring
New York,2010-03-20,11.572190786521334,spring
New York,2010-03-21,13.673578194797972,spring
New York,2010-03-22,3.9926950946763604,spring
New York,2010-03-23,9.077209149735893,spring
New York,2010-03-24,9.763391660617888,spring
New York,2010-03-25,14.923080883078663,spring
New York,2010-03-26,6.950923354789408,spring
New York,2010-03-27,17.12607894221815,spring
New York,2010-03-28,4.37100393907593,spring
New York,2010-03-29,7.131956612739474,spring
New York,2010-03-30,10.624464376297016,spring
New York,2010-03-31,7.41309437234105,spring
New York,2010-04-01,6.633037340885993,spring
New York,2010-04-02,10.491964498909198,spring
New York,2010-04-03,4.451044469311238,spring
New York,2010-04-04,12.616293729673298,spring
New York,2010-04-05,5.605989928461271,spring
New York,2010-04-06,15.081318523767159,spring
New York,2010-04-07,10.463861540553705,spring
New York,2010-04-08,4.187005832845987,spring
New York,2010-04-09,7.32831438728929,spring
New York,2010-04-10,3.221809360792543,spring
New York,2010-04-11,7.224543262195416,spring
New York,2010-04-12,6.8746180066794285,spring
New York,2010-04-13,7.7224442063418755,spring
New York,2010-04-14,18.45876762953406,spring
New York,2010-04-15,5.0765200288758745,spring
New York,2010-04-16,16.80843968799289,spring
New York,2010-04-17,9.452400443974492,spring
New York,2010-04-18,14.703384276807144,spring
New York,2010-04-19,11.897787591907456,spring
New York,2010-04-20,15.63964575155703,spring
New York,2010-04-21,12.552566529196577,spring
New York,2010-04-22,9.766656191186334,spring
New York,2010-04-23,17.814059818638512,spring
New York,2010-04-24,19.727622316700504,spring
New York,2010-04-25,4.545817233521462,spring
New York,2010-04-26,14.358255593167447,spring
New York,2010-04-27,1.930787636239904,spring
New York,2010-04-28,8.086719992556434,spring
New York,2010-04-29,7.320334946796202,spring
New York,2010-04-30,7.7675689329957365,spring
New York,2010-05-01,6.104386187343195,spring
